caseid;weight;q3new_treat;q5b_treat;q12a_treat;q12_treat;q15_treat;Q1_risks_1;Q1_risks_2;Q1_risks_3;Q1_risks_4;Q1_risks_5;Q1_risks_6;Q1_risks_7;Q1_risks_8;Q1_risks_9;Q1_risks_10;Q1_risks_11;Q1_risks_12;Q1_risks_13;Q1_risks_14;Q1_risks_15;Q1_1;Q2_1;Q1_2;Q2_2;Q1_3;Q2_3;Q1_4;Q2_4;Q1_5;Q2_5;Q1_6;Q2_6;Q1_7;Q2_7;Q1_8;Q2_8;Q1_9;Q2_9;Q1_10;Q2_10;Q1_11;Q2_11;Q1_12;Q2_12;Q1_13;Q2_13;Q1_14;Q2_14;Q1_15;Q2_15;Q3new_1;Q3new_2;Q3new_3;Q3new_4;Q3new_5;Q3new_6;Q3new_7;Q3new_8;Q3new_9;Q3new_10;Q3new_11;Q4_1;Q4_2;Q4_3;Q4_4;Q4_5;Q5_tasks_1;Q5_tasks_2;Q5_tasks_3;Q5_tasks_4;Q5_tasks_5;Q5_tasks_6;Q5_tasks_7;Q5_tasks_8;Q5_tasks_9;Q5_tasks_10;Q5_tasks_11;Q5_tasks_12;Q5_tasks_13;Q5_tasks_14;Q5;Q5b;Q6_org_1;Q6_org_2;Q6_org_3;Q6_org_4;Q6_org_5;Q6_org_6;Q6_org_7;Q6_org_8;Q6_org_9;Q6_org_10;Q6_org_11;Q6_org_12;Q6_org_13;Q6_org_14;Q6_org_15;Q6_1;Q6_2;Q6_3;Q6_4;Q6_5;Q6_6;Q6_7;Q6_8;Q6_9;Q6_10;Q6_11;Q6_12;Q6_13;Q6_14;Q6_15;Q7_org_1;Q7_org_2;Q7_org_3;Q7_org_4;Q7_org_5;Q7_org_6;Q7_org_7;Q7_org_8;Q7_org_9;Q7_org_10;Q7_org_11;Q7_org_12;Q7_org_13;Q7_1;Q7_2;Q7_3;Q7_4;Q7_5;Q7_6;Q7_7;Q7_8;Q7_9;Q7_10;Q7_11;Q7_12;Q7_13;Q8_challenge_1;Q8_challenge_2;Q8_challenge_3;Q8_challenge_4;Q8_challenge_5;Q8_challenge_6;Q8_challenge_7;Q8_challenge_8;Q8_challenge_9;Q8_challenge_10;Q8_challenge_11;Q8_challenge_12;Q8_challenge_13;Q8_1;Q9_1;Q10_1;Q8_2;Q9_2;Q10_2;Q8_3;Q9_3;Q10_3;Q8_4;Q9_4;Q10_4;Q8_5;Q9_5;Q10_5;Q8_6;Q9_6;Q10_6;Q8_7;Q9_7;Q10_7;Q8_8;Q9_8;Q10_8;Q8_9;Q9_9;Q10_9;Q8_10;Q9_10;Q10_10;Q8_11;Q9_11;Q10_11;Q8_12;Q9_12;Q10_12;Q8_13;Q9_13;Q10_13;Q12a;Q12b;Q12;Q13;Q14_issue_1;Q14_issue_2;Q14_issue_3;Q14_issue_4;Q14_issue_5;Q14_1;Q14_2;Q14_3;Q14_4;Q14_5;Q15;Q16_1;Q16_2;Q16_3;Q17;Q18;birthyr;gender;race;educ;marstat;employ;faminc_new;pid3;pid7;inputstate;votereg;ideo5;newsint;religpew;pew_churatd;pew_bornagain;pew_religimp;pew_prayer;starttime;endtime
391753104;8,7343E+14;2;3;1;3;4;1;1;1;9;9;9;9;1;9;9;9;9;1;9;9;6;2;5;3;5;4;99;9;99;9;99;9;99;9;6;3;99;9;99;9;99;9;99;9;5;4;99;9;99;9;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;9;9;9;9;9;9;9;9;1;9;1;1;2;2;9;9;1;9;9;9;1;9;9;1;9;1;9;1;9;9;9;2;9;9;9;2;9;9;3;9;2;9;2;9;1;9;1;9;1;9;9;9;9;1;9;1;9;2;9;2;9;2;9;9;9;9;2;9;2;9;9;9;1;1;1;1;1;9;9;9;9;9;9;99;99;9;99;99;9;4;3;3;5;5;2;4;3;2;5;4;3;2;2;3;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;2;9;4;2;9;1;9;1;1;99;2;99;4;3;3;3;4;4;3;2;1997;2;1;3;5;8;11;3;4;24;1;3;3;2;3;2;3;6;08/06/2018;08/06/2018
391753254;1,04679E+14;1;1;2;3;1;9;1;9;9;1;9;9;1;9;9;9;1;9;9;9;99;9;4;4;99;9;99;9;6;5;99;9;99;9;6;5;99;9;99;9;99;9;6;5;99;9;99;9;99;9;1;1;2;2;2;1;1;1;1;1;2;2;2;2;2;1;9;1;1;9;9;9;9;9;9;1;1;9;1;9;2;2;9;9;9;1;9;9;9;1;9;9;9;9;1;1;1;9;9;9;1;9;9;9;1;9;9;9;9;1;3;1;9;1;9;9;9;1;9;9;1;9;1;9;1;9;3;9;9;9;2;9;9;1;9;2;9;1;9;9;1;9;1;1;9;1;9;9;9;9;1;99;99;9;99;99;9;5;7;1;99;99;9;4;6;1;7;7;1;99;99;9;5;6;1;99;99;9;99;99;9;99;99;9;99;99;9;6;6;2;9;1;3;1;1;9;1;1;9;3;99;5;2;99;5;3;6;7;2;6;1948;2;6;2;5;5;3;3;3;39;1;6;1;11;5;2;3;2;08/06/2018;08/06/2018
391753316;8,18347E+14;1;2;1;1;2;9;9;9;1;9;9;9;1;1;1;9;1;9;9;9;99;9;99;9;99;9;5;4;99;9;99;9;99;9;5;4;5;4;5;4;99;9;5;4;99;9;99;9;99;9;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;9;9;9;9;1;9;9;1;1;1;1;9;9;9;6;1;9;9;1;1;9;1;9;1;9;9;9;9;1;9;9;9;9;2;2;9;2;9;2;9;9;9;9;2;9;9;1;9;1;9;9;1;9;9;1;9;1;9;9;5;9;5;9;9;5;9;9;5;9;5;9;9;1;9;9;9;9;1;1;1;9;9;9;1;9;8;8;1;99;99;9;99;99;9;99;99;9;99;99;9;4;4;1;8;8;1;8;8;1;99;99;9;99;99;9;99;99;9;6;6;1;99;99;9;5;9;6;6;1;1;9;1;9;4;4;99;4;99;4;3;4;5;3;6;1991;2;1;3;5;8;5;3;5;46;1;3;4;1;6;1;1;1;09/06/2018;09/06/2018
391753329;6,94238E+14;4;1;2;2;4;1;9;9;1;9;1;1;9;9;9;9;9;9;1;9;1;1;99;9;99;9;3;4;99;9;3;4;3;3;99;9;99;9;99;9;99;9;99;9;99;9;5;3;99;9;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;9;9;9;1;9;1;9;9;9;1;9;1;1;9;6;1;9;9;1;9;9;9;9;1;9;1;9;1;1;9;9;9;9;2;9;9;9;9;2;9;4;9;2;4;9;9;1;1;9;1;1;9;9;9;9;9;1;9;9;2;3;9;4;4;9;9;9;9;9;4;9;9;1;1;9;1;9;1;9;1;9;9;9;9;9;5;5;1;5;5;1;99;99;9;5;5;1;99;99;9;6;6;1;99;99;9;5;5;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;9;5;1;4;1;1;9;9;1;2;2;99;99;2;2;5;6;7;2;2;1932;1;1;2;1;5;97;3;4;6;1;5;1;1;5;2;3;5;08/06/2018;08/06/2018
391753385;2,0042E+13;3;3;2;2;2;9;1;9;1;9;9;1;9;9;9;9;1;9;1;9;99;9;1;1;99;9;1;1;99;9;99;9;5;4;99;9;99;9;99;9;99;9;5;3;99;9;5;4;99;9;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;9;9;9;9;9;9;1;1;9;1;9;1;1;9;3;3;1;9;9;9;9;1;9;9;1;9;1;9;9;1;9;5;9;9;9;9;5;9;9;5;9;5;9;9;5;9;1;9;9;9;9;9;9;1;9;1;1;9;1;5;9;9;9;9;9;9;5;9;5;5;9;5;1;1;9;1;9;9;9;9;1;9;9;1;9;3;3;4;4;4;3;99;99;9;4;4;4;99;99;9;99;99;9;99;99;9;99;99;9;4;4;4;99;99;9;99;99;9;4;4;4;99;99;9;9;5;3;3;9;1;1;9;1;99;4;4;99;4;5;4;4;4;3;6;1973;1;1;3;5;2;2;2;7;17;1;6;2;2;6;2;4;7;08/06/2018;08/06/2018
391765105;1,49873E+14;1;2;2;3;1;9;9;9;1;1;1;1;9;9;9;1;9;9;9;9;99;9;99;9;99;9;5;3;3;3;3;3;3;3;99;9;99;9;99;9;4;2;99;9;99;9;99;9;99;9;1;2;1;2;2;2;1;1;2;1;2;2;2;2;1;2;9;1;9;9;9;9;1;1;1;9;9;9;1;9;3;2;9;9;9;9;1;9;1;1;9;9;1;1;9;9;9;9;9;9;9;2;9;3;3;9;9;4;4;9;9;9;9;9;1;1;9;9;9;9;1;9;1;1;9;9;9;3;4;9;9;9;9;4;9;4;3;9;9;1;9;9;9;9;1;1;9;9;1;9;1;99;99;9;2;2;2;99;99;9;99;99;9;99;99;9;99;99;9;2;2;2;4;4;2;99;99;9;99;99;9;2;2;2;99;99;9;2;2;2;9;3;2;3;9;9;1;1;1;99;99;4;6;2;4;2;3;4;3;4;1965;1;1;3;1;1;11;3;4;4;1;5;1;1;1;1;1;1;08/06/2018;08/06/2018
391765143;8,49553E+14;3;1;2;3;1;1;9;1;9;9;9;9;1;1;1;9;9;9;9;9;4;6;99;9;5;4;99;9;99;9;99;9;99;9;5;5;4;3;4;6;99;9;99;9;99;9;99;9;99;9;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;1;9;9;1;9;1;9;9;9;1;1;9;1;9;9;3;5;9;9;1;1;9;1;9;9;1;9;9;9;1;9;9;9;9;5;5;9;5;9;9;5;9;9;9;5;9;9;9;1;9;9;9;1;1;9;1;9;9;1;9;9;5;9;9;9;5;5;9;5;9;9;5;9;9;9;1;9;1;9;9;9;9;1;1;9;1;99;99;9;99;99;9;3;3;5;99;99;9;3;3;5;99;99;9;99;99;9;99;99;9;99;99;9;3;3;5;3;3;5;99;99;9;3;3;5;9;5;6;6;9;1;9;1;1;99;4;99;4;4;5;4;4;4;6;6;1999;2;3;2;5;4;97;5;8;36;1;6;7;12;7;2;2;8;08/06/2018;08/06/2018
391765257;8,44028E+14;3;3;2;4;2;9;1;9;1;9;9;9;1;9;9;9;9;9;9;1;99;9;6;4;99;9;5;5;99;9;99;9;99;9;7;5;99;9;99;9;99;9;99;9;99;9;99;9;7;4;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;1;9;1;9;1;1;1;9;9;9;9;9;9;9;1;2;2;9;9;9;9;9;1;1;9;9;1;9;1;9;9;1;9;9;9;9;9;2;2;9;9;4;9;3;9;9;2;9;9;1;1;1;9;9;9;9;1;1;9;9;9;9;2;2;2;9;9;9;9;3;4;9;9;1;9;9;9;1;9;9;9;1;9;1;9;1;5;5;2;99;99;9;99;99;9;99;99;9;6;5;1;99;99;9;99;99;9;99;99;9;6;7;1;99;99;9;5;6;1;99;99;9;7;5;1;9;2;2;2;1;1;9;9;1;4;4;99;99;3;5;4;5;7;2;3;1978;1;1;2;1;1;8;3;3;42;1;2;1;10;4;2;3;6;11/06/2018;11/06/2018
391765324;1,01825E+14;4;3;2;3;4;9;9;9;9;9;9;1;1;1;9;1;9;9;1;9;99;9;99;9;99;9;99;9;99;9;99;9;7;5;5;4;3;3;99;9;7;5;99;9;99;9;7;5;99;9;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;9;9;9;9;1;9;1;9;1;9;1;9;9;2;2;9;9;9;9;1;9;1;9;9;9;1;1;1;9;9;9;9;9;9;3;9;2;9;9;9;4;4;3;9;9;9;1;1;9;9;9;9;9;9;9;1;1;1;9;3;2;9;9;9;9;9;9;9;3;2;3;9;9;9;1;1;1;9;9;1;9;9;9;1;99;99;9;99;99;9;99;99;9;7;7;2;7;7;1;7;7;1;99;99;9;99;99;9;5;5;1;99;99;9;99;99;9;99;99;9;6;6;1;9;2;4;1;1;1;9;1;9;4;4;99;3;99;2;6;7;7;2;3;1965;1;3;3;5;1;12;3;4;6;1;1;1;11;6;2;4;7;08/06/2018;08/06/2018
391779927;1,00123E+14;3;3;2;3;2;1;9;9;9;9;1;1;9;9;1;9;9;1;9;9;3;3;99;9;99;9;99;9;99;9;4;3;5;4;99;9;99;9;4;4;99;9;99;9;4;4;99;9;99;9;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;1;9;1;1;9;9;1;9;9;1;9;9;9;9;1;2;9;9;1;9;9;9;9;9;9;9;1;1;9;1;1;9;9;1;9;9;9;9;9;9;9;2;1;9;3;3;9;9;1;1;1;1;9;9;9;9;9;9;1;9;9;1;2;2;2;9;9;9;9;9;9;3;9;1;9;1;1;9;1;1;9;9;9;9;9;99;99;9;4;4;3;99;99;9;3;4;5;5;4;3;99;99;9;5;6;4;4;3;2;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;9;3;5;5;1;1;1;9;9;2;3;3;99;99;3;3;4;5;5;4;1983;1;1;5;5;1;9;2;7;55;3;3;3;5;5;2;3;6;08/06/2018;08/06/2018
391791394;9,39717E+14;3;3;2;3;3;9;1;9;9;1;9;9;9;9;9;1;9;1;9;1;99;9;5;4;99;9;99;9;5;5;99;9;99;9;99;9;99;9;99;9;6;5;99;9;4;3;99;9;6;5;1;1;1;1;2;1;2;1;2;1;2;1;2;2;2;2;9;1;1;9;9;9;9;9;9;9;1;1;1;9;1;1;1;9;9;9;9;9;9;1;1;9;1;9;9;9;1;1;9;9;9;9;9;9;2;1;9;1;9;9;9;1;9;1;9;9;1;9;1;9;9;1;9;9;1;9;1;9;9;2;9;2;9;9;1;9;9;2;9;9;1;1;1;9;1;9;9;9;1;9;9;99;99;9;99;99;9;6;6;1;6;6;1;5;5;1;99;99;9;6;4;1;99;99;9;99;99;9;99;99;9;5;6;2;99;99;9;99;99;9;9;1;2;1;9;1;1;9;1;99;5;4;99;6;1;6;7;5;1;1;1995;1;1;5;1;1;9;1;2;54;1;2;1;2;2;2;1;1;08/06/2018;08/06/2018
391791856;9,39312E+14;3;3;2;3;3;9;9;9;1;9;9;1;1;1;1;9;9;9;9;9;99;9;99;9;99;9;2;5;99;9;99;9;1;3;2;3;1;2;3;4;99;9;99;9;99;9;99;9;99;9;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;1;1;9;9;1;9;9;9;9;1;9;1;9;9;1;2;2;9;1;1;9;9;9;9;1;9;1;9;9;9;1;9;9;3;2;9;9;9;9;2;9;2;9;9;9;2;9;9;1;1;1;9;9;9;1;1;9;9;9;9;9;3;2;2;9;9;9;2;2;9;9;9;9;9;1;9;1;9;1;9;1;9;9;9;9;1;99;99;9;3;3;2;99;99;9;4;4;1;99;99;9;3;3;2;99;99;9;4;4;1;99;99;9;99;99;9;99;99;9;99;99;9;5;3;1;9;2;2;1;1;1;9;9;1;6;5;99;99;4;5;3;4;6;2;3;1977;1;1;2;1;1;4;5;3;21;1;3;3;9;6;2;4;7;08/06/2018;08/06/2018
391791912;7,97595E+14;1;2;1;3;1;9;9;9;9;9;9;9;1;1;9;9;1;1;9;1;99;9;99;9;99;9;99;9;99;9;99;9;99;9;5;3;7;5;99;9;99;9;7;5;4;3;99;9;6;5;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;1;1;9;9;9;9;9;9;1;9;9;1;1;9;1;5;1;9;9;1;1;1;1;9;9;1;9;9;9;9;9;9;9;9;4;4;4;4;9;9;4;9;9;9;9;9;9;1;9;9;9;9;1;9;9;9;1;1;1;9;3;9;9;9;9;4;9;9;9;4;4;4;9;1;9;1;9;9;9;1;1;1;9;9;9;9;6;6;1;99;99;9;5;5;1;99;99;9;99;99;9;99;99;9;7;5;1;7;7;1;7;7;1;99;99;9;99;99;9;99;99;9;99;99;9;1;9;1;5;9;1;1;9;1;99;3;3;99;3;4;4;5;7;5;4;1938;1;1;2;1;5;5;3;5;4;1;5;1;1;1;1;1;1;08/06/2018;08/06/2018
391802895;8,04334E+14;4;3;1;4;3;1;9;9;9;1;9;1;1;1;9;9;9;9;9;9;7;5;99;9;99;9;99;9;7;5;99;9;6;4;6;5;6;4;99;9;99;9;99;9;99;9;99;9;99;9;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;9;1;1;9;1;9;1;9;9;9;9;1;9;9;4;1;9;9;9;1;1;9;9;1;1;1;9;9;9;9;9;9;9;9;1;1;9;9;3;3;4;9;9;9;9;9;1;9;9;1;9;1;1;9;9;9;1;9;9;1;9;9;2;9;3;3;9;9;9;2;9;9;9;1;9;9;1;1;9;9;9;1;1;9;9;99;99;9;7;6;1;99;99;9;99;99;9;5;4;1;7;6;1;99;99;9;99;99;9;99;99;9;7;5;1;6;5;1;99;99;9;99;99;9;2;9;2;1;1;9;9;1;1;6;99;99;4;1;3;6;7;8;5;5;1937;2;1;5;1;5;10;1;1;4;1;2;1;5;5;2;2;6;08/06/2018;09/06/2018
391813455;8,5571E+14;4;1;1;4;4;1;1;9;1;1;9;9;9;9;9;9;1;9;9;9;8;6;8;6;99;9;8;6;8;6;99;9;99;9;99;9;99;9;99;9;99;9;8;6;99;9;99;9;99;9;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;9;9;9;1;9;9;9;9;1;1;9;1;1;9;6;5;1;9;1;9;1;1;9;9;9;9;9;9;1;9;9;5;9;5;9;5;5;9;9;9;9;9;9;5;9;9;9;1;9;1;9;1;9;1;9;9;9;1;9;9;5;9;5;9;5;9;5;9;9;9;5;9;9;1;9;1;9;1;9;9;9;9;1;1;9;99;99;9;8;8;5;99;99;9;8;8;5;99;99;9;8;8;5;99;99;9;99;99;9;99;99;9;99;99;9;8;8;5;8;8;5;99;99;9;5;9;6;6;1;1;1;9;9;8;8;8;99;99;5;8;8;8;6;6;1992;2;1;2;5;4;97;5;8;32;1;6;7;9;5;2;4;7;08/06/2018;08/06/2018
391813992;1,01251E+14;4;3;1;4;3;9;1;9;1;1;9;1;1;9;9;9;9;9;9;9;99;9;1;2;99;9;2;3;3;3;99;9;4;4;3;3;99;9;99;9;99;9;99;9;99;9;99;9;99;9;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;2;9;9;9;1;1;9;1;9;9;1;9;1;9;9;4;2;1;9;1;9;9;1;1;9;9;9;1;9;9;9;9;3;9;3;9;9;3;2;9;9;9;3;9;9;9;9;9;9;9;1;9;9;1;1;1;9;9;1;9;9;9;9;4;9;9;4;4;4;9;9;3;9;9;9;1;1;9;9;9;1;9;1;9;9;1;99;99;9;99;99;9;2;3;3;3;3;3;99;99;9;99;99;9;99;99;9;4;4;2;99;99;9;2;2;2;99;99;9;99;99;9;2;2;3;5;9;4;2;9;9;1;1;1;99;99;2;1;1;3;1;2;3;3;4;1980;1;5;2;1;1;4;3;4;27;1;3;3;11;4;2;2;5;08/06/2018;08/06/2018
391815148;1,0021E+14;1;1;1;3;4;1;9;1;1;9;1;9;9;9;9;9;9;9;1;9;1;1;99;9;5;4;4;5;99;9;4;5;99;9;99;9;99;9;99;9;99;9;99;9;99;9;6;3;99;9;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;1;1;9;9;9;1;9;9;9;1;1;9;1;9;9;3;2;9;1;9;9;9;1;9;1;9;9;9;1;9;1;9;9;3;9;9;9;4;9;3;9;9;9;3;9;3;9;1;9;1;1;9;9;1;9;1;9;9;9;9;4;9;4;4;9;9;4;9;4;9;9;9;9;9;9;9;1;9;1;9;1;9;1;9;1;9;99;99;9;99;99;9;99;99;9;5;5;1;99;99;9;7;7;1;99;99;9;7;7;1;99;99;9;7;7;1;99;99;9;6;6;1;99;99;9;3;9;1;5;9;9;1;1;1;99;99;2;2;2;3;4;5;6;3;3;1960;1;1;3;1;1;14;2;7;6;1;3;1;11;2;2;1;3;08/06/2018;08/06/2018
391824694;1,08461E+14;3;1;2;3;1;1;9;9;1;9;9;9;1;9;1;9;1;9;9;9;7;5;99;9;99;9;5;5;99;9;99;9;99;9;6;5;99;9;6;5;99;9;6;5;99;9;99;9;99;9;1;2;2;1;1;1;2;1;1;1;2;2;2;2;2;1;9;9;9;1;1;9;9;9;9;1;9;9;1;1;3;1;9;1;9;1;9;1;9;9;9;9;1;1;9;9;9;9;5;9;5;9;5;9;9;9;9;2;2;9;9;9;1;9;1;9;1;9;9;9;9;1;1;9;9;3;9;5;9;5;9;9;9;9;2;2;9;9;9;1;1;1;9;9;9;9;9;9;9;1;1;99;99;9;5;5;1;6;6;1;6;6;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;6;6;1;6;6;1;9;2;3;1;9;9;1;1;1;99;99;4;3;4;3;6;6;7;3;4;1951;2;1;3;4;1;6;1;1;6;1;1;1;11;6;2;3;2;08/06/2018;08/06/2018
391848733;1,01857E+14;2;3;2;4;1;9;1;9;1;9;1;9;9;9;9;9;9;1;9;1;99;9;6;5;99;9;4;5;99;9;3;3;99;9;99;9;99;9;99;9;99;9;99;9;5;3;99;9;7;4;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;9;1;9;9;9;9;1;1;9;9;1;9;9;1;2;1;9;1;9;9;9;1;9;1;9;1;9;9;9;9;1;9;3;9;9;9;4;9;3;9;4;9;9;9;9;2;1;9;9;1;1;9;9;9;9;9;9;1;1;3;9;9;3;2;9;9;9;9;9;9;2;3;9;9;9;9;1;9;1;9;9;9;1;1;1;99;99;9;99;99;9;99;99;9;99;99;9;3;3;1;99;99;9;6;6;1;99;99;9;99;99;9;99;99;9;2;4;1;5;5;1;3;4;1;9;5;5;1;1;9;9;1;1;3;99;99;1;1;3;1;3;6;3;4;1965;1;1;6;3;1;7;1;2;37;1;1;1;9;6;2;4;7;08/06/2018;08/06/2018
391851516;1,42652E+14;2;1;1;3;3;1;9;1;9;9;9;1;1;9;9;9;9;9;1;9;7;4;99;9;5;4;99;9;99;9;99;9;4;3;5;4;99;9;99;9;99;9;99;9;99;9;5;6;99;9;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;1;9;1;9;9;1;9;9;1;9;1;9;1;9;9;4;2;1;9;9;1;9;9;9;1;9;9;9;1;1;9;9;3;9;9;3;9;9;9;3;9;9;9;3;3;9;9;9;9;9;1;9;1;1;9;9;1;9;1;9;9;9;9;4;9;2;3;9;9;2;9;4;9;9;9;1;9;1;9;1;9;1;9;1;9;9;99;99;9;99;99;9;3;3;3;99;99;9;5;5;2;99;99;9;7;7;1;99;99;9;4;4;2;99;99;9;3;3;2;99;99;9;99;99;9;2;9;2;1;1;9;1;1;9;4;99;3;3;99;3;3;4;5;3;3;1952;2;1;2;1;4;4;1;2;6;1;3;3;11;2;1;1;1;08/06/2018;08/06/2018
391885213;8,53835E+14;3;2;2;3;2;9;1;9;9;9;9;9;1;9;1;1;9;9;9;9;99;9;3;3;99;9;99;9;99;9;99;9;99;9;2;4;99;9;2;4;7;5;99;9;99;9;99;9;99;9;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;9;1;9;9;1;9;9;9;9;1;1;9;1;9;5;1;9;1;9;9;1;9;9;1;9;1;9;9;9;9;1;9;4;9;9;4;9;9;4;9;4;9;9;9;9;3;1;9;9;1;9;1;9;1;1;9;9;9;9;4;9;9;4;9;4;9;4;4;9;9;9;9;1;1;9;9;1;9;9;1;9;9;9;9;1;7;6;1;4;3;1;99;99;9;99;99;9;7;5;1;99;99;9;99;99;9;7;6;1;99;99;9;99;99;9;99;99;9;99;99;9;3;2;1;9;2;1;5;9;9;1;1;1;99;99;2;2;1;4;5;6;7;5;5;1946;1;1;5;3;1;10;3;5;48;1;4;1;1;2;2;1;1;08/06/2018;08/06/2018
391885259;9,97033E+14;4;2;2;2;4;9;1;9;9;9;9;9;1;9;9;1;9;9;1;9;99;9;4;4;99;9;99;9;99;9;99;9;99;9;4;4;99;9;99;9;5;5;99;9;99;9;6;5;99;9;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;1;1;9;1;1;9;9;9;1;9;9;9;9;9;1;4;1;9;1;9;9;1;1;9;9;9;1;1;9;9;9;9;9;4;9;9;4;4;9;9;9;4;4;9;9;9;9;9;9;9;1;1;9;1;1;9;9;9;9;1;9;9;9;4;4;9;4;4;9;9;9;9;4;9;1;9;1;9;9;1;1;9;1;9;9;9;99;99;9;6;6;1;99;99;9;6;6;1;99;99;9;99;99;9;6;6;1;6;6;1;99;99;9;6;6;1;99;99;9;99;99;9;99;99;9;9;1;3;2;9;9;1;1;1;99;99;4;4;3;3;5;6;7;4;4;1969;1;1;2;6;1;3;3;4;36;1;3;2;12;6;2;4;7;09/06/2018;09/06/2018
391885820;9,54208E+14;3;2;2;1;1;1;9;1;9;9;9;9;9;9;1;1;9;1;9;9;4;3;99;9;3;2;99;9;99;9;99;9;99;9;99;9;99;9;4;3;6;5;99;9;5;4;99;9;99;9;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;9;9;9;1;1;9;9;1;9;9;9;9;1;1;1;1;9;1;9;1;1;1;9;9;9;9;9;9;1;9;9;9;3;9;1;1;2;9;9;9;9;9;9;3;9;9;1;9;1;1;1;9;9;9;9;1;9;9;9;3;9;2;2;5;9;9;9;9;1;9;9;9;9;9;1;9;9;9;1;9;9;9;1;1;1;99;99;9;99;99;9;1;1;1;99;99;9;99;99;9;99;99;9;7;7;1;99;99;9;99;99;9;99;99;9;5;6;1;2;1;3;4;2;2;9;5;4;2;1;1;9;1;9;7;7;99;7;99;2;2;2;4;5;4;1986;1;1;2;1;1;5;3;3;9;1;3;4;12;5;1;1;1;11/06/2018;11/06/2018
391911371;9,04371E+14;1;2;2;3;2;1;9;9;9;1;9;9;9;1;9;9;9;1;1;9;6;5;99;9;99;9;99;9;7;3;99;9;99;9;99;9;3;2;99;9;99;9;99;9;7;5;7;5;99;9;1;1;1;2;1;2;1;1;1;1;2;1;2;2;1;2;9;9;1;9;1;9;1;9;9;9;1;9;9;1;2;1;1;9;9;9;9;1;9;9;9;1;9;1;9;1;9;2;9;9;9;9;2;9;9;9;2;9;2;9;1;9;9;9;9;1;9;1;9;1;1;1;9;9;9;9;9;9;2;9;2;9;2;2;2;9;9;9;9;9;9;1;1;1;1;9;9;9;9;9;1;99;99;9;99;99;9;99;99;9;4;1;1;6;4;1;7;7;1;7;7;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;3;2;3;9;5;5;1;1;9;1;9;1;5;99;3;99;1;3;5;6;7;3;3;1998;2;4;4;5;8;4;3;3;12;1;3;3;6;3;2;1;1;08/06/2018;08/06/2018
391912926;6,34968E+14;3;2;2;2;3;1;9;9;9;9;9;9;1;9;9;1;9;1;9;1;6;4;99;9;99;9;99;9;99;9;99;9;99;9;2;4;99;9;99;9;4;3;99;9;3;3;99;9;7;2;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;9;9;9;9;9;9;1;9;9;9;1;1;1;1;2;9;9;9;9;1;1;1;1;9;9;9;9;9;9;1;9;9;9;9;2;4;1;1;9;9;9;9;9;9;2;1;9;1;1;9;9;9;9;9;9;1;1;9;3;9;4;4;9;9;9;9;9;9;4;2;9;1;9;9;1;9;1;9;1;9;9;1;9;9;5;3;1;99;99;9;99;99;9;7;5;1;99;99;9;6;6;1;99;99;9;3;3;3;99;99;9;99;99;9;1;4;2;99;99;9;99;99;9;9;2;3;2;9;1;9;1;1;99;2;99;6;5;3;1;2;2;4;4;1991;1;4;6;5;1;6;3;4;11;2;3;2;2;6;2;4;7;08/06/2018;08/06/2018
